type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Générer du DAX,Faible,Management,Intermédiaire,56.0,1,21.2,4,4.0,3.7,4.5,3.6,0
Résumer les insights,Faible,Exploratoire,Débutant,14.7,1,8.9,1,3.7,4.1,3.5,3.9,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,40.5,1,24.1,1,4.0,4.1,3.8,3.3,1
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,63.9,1,47.9,1,4.2,4.3,3.9,4.3,1
Analyser les données rapidement,Moyen,Management,Débutant,51.8,1,17.0,1,3.6,5.0,4.0,4.0,1
Résumer les insights,Faible,Management,Débutant,19.0,1,10.6,2,3.6,4.1,3.4,3.8,1
Générer du DAX,Moyen,Opérationnel,Expert,64.6,0,64.6,1,3.5,4.2,3.7,3.9,0
Générer du DAX,Moyen,Management,Expert,20.1,0,20.1,1,3.4,3.9,3.9,4.1,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,29.5,0,29.5,2,3.3,3.0,3.9,3.0,0
Générer du DAX,Élevé,Management,Débutant,55.6,0,55.6,1,3.5,3.9,4.2,3.5,0
Résumer les insights,Faible,Exploratoire,Débutant,28.4,1,20.9,1,3.8,5.0,4.2,4.5,1
Analyser les données rapidement,Faible,Opérationnel,Expert,27.9,1,21.0,2,4.0,4.4,3.9,3.4,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,23.6,0,23.6,1,4.0,4.0,3.4,4.1,0
Analyser les données rapidement,Moyen,Management,Débutant,41.6,0,41.6,1,3.8,4.2,3.3,3.8,0
Résumer les insights,Moyen,Management,Intermédiaire,22.9,1,18.9,2,4.1,4.6,3.6,4.6,1
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,61.0,1,28.3,2,4.5,4.1,4.7,3.6,1
Générer du DAX,Faible,Management,Expert,69.9,1,48.6,3,3.9,3.4,2.3,2.9,0
Analyser les données rapidement,Faible,Management,Débutant,34.9,1,12.1,2,3.5,4.1,3.0,3.9,1
Améliorer le design,Moyen,Management,Intermédiaire,24.6,0,50.54823517184221,1,3.4,3.3,3.6,4.1,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,38.9,1,24.2,1,3.6,4.4,3.7,3.8,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,34.5,1,28.4,1,3.8,3.9,4.0,4.7,1
Générer du DAX,Faible,Opérationnel,Expert,48.7,1,33.1,2,3.2,3.7,3.3,3.5,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,40.4,0,40.4,1,4.3,3.8,3.1,3.7,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,32.5,1,29.8,4,4.7,4.3,3.6,3.7,0
Créer des rapports automatiquement,Faible,Management,Débutant,26.7,0,26.7,1,3.8,3.4,3.5,3.1,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,41.9,0,41.9,1,3.0,3.2,3.7,4.8,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,36.9,1,18.9,3,4.5,3.4,3.8,3.8,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,41.6,0,41.6,1,2.9,3.7,4.3,3.8,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,34.8,1,19.7,1,4.0,4.4,4.1,3.5,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,46.0,1,24.9,2,4.5,4.3,5.0,4.3,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,30.9,1,16.7,1,2.8,3.8,2.8,3.2,0
Analyser les données rapidement,Élevé,Management,Expert,72.9,1,55.1,3,3.8,3.9,3.6,4.7,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,72.5,1,27.6,2,3.0,3.2,2.4,2.7,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,34.8,1,25.7,1,3.7,4.1,4.1,4.2,1
Poser des questions en langage naturel,Faible,Management,Débutant,21.6,1,12.1,1,4.0,4.0,4.0,4.5,1
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,47.8,1,43.9,1,4.2,4.6,4.5,4.6,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,47.4,0,47.4,2,3.2,3.0,3.0,4.4,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,25.5,0,25.5,1,4.4,3.8,3.3,3.8,0
Résumer les insights,Moyen,Management,Débutant,20.1,0,20.1,1,3.4,4.1,3.1,3.6,0
Analyser les données rapidement,Faible,Management,Débutant,30.0,1,13.0,1,4.0,4.1,4.5,4.0,1
Résumer les insights,Élevé,Management,Expert,34.5,0,34.5,1,3.5,4.0,3.9,3.5,0
Analyser les données rapidement,Élevé,Management,Intermédiaire,63.3,1,32.9,2,4.1,3.6,3.5,4.2,1
Générer du DAX,Faible,Opérationnel,Débutant,32.0,1,6.9,4,3.0,3.2,2.6,2.8,0
Nettoyer les données,Faible,Exploratoire,Débutant,28.0,1,77.9471617888376,4,3.5,4.1,3.2,4.8,0
Résumer les insights,Faible,Management,Débutant,18.3,0,18.3,1,3.6,2.9,3.4,3.6,0
Générer du DAX,Faible,Management,Intermédiaire,31.1,1,10.6,7,3.0,3.2,3.4,3.3,0
Analyser les données rapidement,Faible,Management,Débutant,27.5,1,10.1,1,3.8,4.3,4.0,4.1,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,22.7,0,22.7,3,3.3,3.4,3.5,3.8,0
Résumer les insights,Faible,Opérationnel,Débutant,29.5,0,29.5,1,3.4,3.1,3.4,3.4,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,46.2,0,46.2,1,3.4,3.6,2.7,3.8,0
Résumer les insights,Faible,Exploratoire,Débutant,21.1,1,12.1,1,3.7,3.8,4.1,4.0,1
Poser des questions en langage naturel,Élevé,Management,Débutant,47.9,1,29.8,3,4.2,4.2,4.5,3.8,1
Créer des rapports automatiquement,Moyen,Management,Débutant,34.2,1,20.9,1,4.0,3.7,4.4,3.7,1
Générer du DAX,Moyen,Exploratoire,Débutant,67.6,1,15.2,3,3.7,3.3,2.4,3.3,0
Résumer les insights,Moyen,Opérationnel,Débutant,28.7,0,28.7,1,3.8,4.0,2.8,3.6,0
Générer du DAX,Moyen,Opérationnel,Expert,84.6,1,58.3,6,3.4,3.6,2.8,4.0,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,34.3,1,23.4,3,4.2,4.4,3.1,3.9,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,27.0,0,27.0,1,3.6,3.6,2.9,3.9,0
Résumer les insights,Moyen,Management,Expert,30.8,1,23.0,3,4.2,4.1,3.4,3.8,1
Analyser les données rapidement,Faible,Exploratoire,Débutant,27.2,1,7.7,2,3.9,3.7,4.2,3.4,1
Analyser les données rapidement,Élevé,Management,Débutant,54.3,1,18.1,1,3.9,3.0,3.8,2.8,0
Générer du DAX,Élevé,Exploratoire,Intermédiaire,84.9,1,34.9,3,3.6,2.8,3.9,3.8,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,34.6,1,15.2,1,3.6,4.4,4.3,4.1,1
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,44.0,1,26.7,1,3.8,3.5,4.1,4.5,1
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,37.6,1,28.4,1,4.1,4.2,4.0,4.2,1
Résumer les insights,Faible,Exploratoire,Intermédiaire,20.0,0,20.0,1,4.4,3.7,3.6,3.1,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,34.4,1,15.9,5,4.5,4.2,4.6,4.3,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,27.8,1,23.6,2,3.5,4.8,4.2,4.6,1
Analyser les données rapidement,Moyen,Management,Débutant,36.5,1,15.3,3,3.6,3.6,5.0,4.0,1
Générer du DAX,Faible,Opérationnel,Expert,44.9,1,32.0,4,4.3,3.2,3.4,2.6,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,27.1,1,14.8,4,3.5,4.9,3.1,5.0,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,28.7,1,11.8,1,4.0,3.9,4.2,3.8,1
Générer du DAX,Moyen,Opérationnel,Débutant,48.7,1,5.0,3,3.7,3.0,3.2,2.4,0
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,34.2,0,34.2,2,3.5,4.3,3.7,3.6,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,40.5,1,25.5,1,4.0,4.0,3.8,4.2,1
Résumer les insights,Moyen,Management,Intermédiaire,25.5,1,16.4,2,3.7,3.5,3.4,4.3,1
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,70.0,0,70.0,2,3.8,3.7,3.6,3.9,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,34.1,0,34.1,1,3.5,3.3,3.6,3.3,0
Analyser les données rapidement,Moyen,Exploratoire,Expert,45.6,1,34.3,2,4.5,3.8,3.8,3.9,1
Générer du DAX,Faible,Management,Débutant,55.8,1,11.7,4,2.8,3.9,4.3,3.1,0
Analyser les données rapidement,Faible,Opérationnel,Expert,26.7,1,21.4,3,3.7,3.1,3.5,4.6,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,28.7,1,17.1,2,3.9,4.2,4.0,3.8,1
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,23.0,0,23.0,1,3.4,3.1,4.4,3.7,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,31.6,1,25.3,1,3.8,3.5,2.5,4.3,1
Analyser les données rapidement,Élevé,Opérationnel,Expert,54.1,1,41.2,1,3.7,3.5,4.2,5.0,1
Poser des questions en langage naturel,Élevé,Management,Expert,39.0,1,31.8,1,3.5,4.3,4.2,3.6,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,20.6,0,20.6,1,3.3,3.1,2.7,3.1,0
Générer du DAX,Moyen,Exploratoire,Débutant,73.1,1,15.9,2,3.5,4.4,3.2,4.5,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,36.1,0,36.1,1,3.4,3.5,3.4,4.3,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,57.5,1,17.7,1,3.7,4.1,4.2,3.9,1
Générer du DAX,Faible,Management,Intermédiaire,45.2,1,14.6,2,3.2,4.0,2.7,3.4,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,22.8,0,22.8,2,3.7,2.5,4.2,3.2,0
Analyser les données rapidement,Moyen,Management,Expert,34.8,0,34.8,2,4.0,2.9,4.1,4.1,0
Analyser les données rapidement,Faible,Exploratoire,Expert,26.4,0,26.4,1,4.5,2.7,3.2,2.0,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,47.0,1,33.2,1,4.6,4.1,4.2,3.4,1
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,38.0,0,38.0,1,2.9,4.1,3.8,2.9,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,31.4,1,29.0,2,4.1,4.5,3.4,4.8,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,31.2,1,11.6,2,3.3,3.6,2.9,4.6,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,23.1,1,8.0,2,4.4,4.3,4.9,4.0,1
Résumer les insights,Faible,Opérationnel,Intermédiaire,10.9,1,7.6,1,4.3,4.4,4.2,3.7,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,47.8,0,47.8,1,4.4,3.5,3.5,3.4,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,19.6,1,15.8,2,3.7,3.8,4.2,4.2,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,46.5,0,46.5,2,3.0,3.6,3.3,4.1,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,63.0,1,21.7,3,3.3,4.0,3.5,1.9,0
Résumer les insights,Élevé,Management,Intermédiaire,45.7,1,32.4,2,3.5,4.4,3.1,4.2,1
Générer du DAX,Élevé,Exploratoire,Expert,74.1,0,74.1,1,2.3,3.5,3.8,3.6,0
Résumer les insights,Moyen,Management,Intermédiaire,25.2,1,16.1,1,3.8,4.0,3.6,4.5,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,27.6,0,27.6,1,4.2,3.4,4.0,3.4,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,30.4,1,24.5,3,4.1,4.6,3.8,4.2,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,11.1,1,9.6,1,3.3,4.4,2.9,4.3,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,51.8,0,51.8,2,4.0,3.9,4.1,4.0,0
Créer des rapports automatiquement,Faible,Exploratoire,Expert,32.1,1,27.1,1,4.1,4.8,3.8,3.8,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,61.7,1,18.4,3,4.0,2.7,3.5,4.4,1
Analyser les données rapidement,Moyen,Management,Expert,32.6,1,24.8,2,4.2,4.2,4.3,3.5,1
Générer du DAX,Moyen,Opérationnel,Expert,72.2,0,72.2,2,2.8,3.5,3.1,3.7,0
Créer des rapports automatiquement,Élevé,Exploratoire,Débutant,57.0,1,39.6,2,4.2,4.0,2.8,4.4,1
Poser des questions en langage naturel,Moyen,Exploratoire,Expert,31.2,1,25.3,5,4.6,4.0,2.9,3.6,0
Poser des questions en langage naturel,Faible,Exploratoire,Expert,18.7,1,18.6,1,4.7,3.7,4.5,4.2,0
Analyser les données rapidement,Faible,Management,Débutant,33.7,1,15.2,1,3.7,3.3,4.5,4.2,1
Créer des rapports automatiquement,Faible,Opérationnel,Expert,32.0,1,27.2,1,3.4,3.8,3.4,4.1,1
Générer du DAX,Faible,Opérationnel,Expert,52.8,0,52.8,1,3.5,3.5,3.3,3.1,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,51.2,1,38.1,1,3.5,4.8,3.6,4.0,1
Analyser les données rapidement,Faible,Management,Intermédiaire,36.3,0,36.3,1,3.9,3.3,4.9,3.6,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,46.0,1,20.3,2,4.6,4.3,3.8,3.6,1
Analyser les données rapidement,Faible,Exploratoire,Débutant,37.9,1,12.9,1,4.3,3.8,3.9,3.5,1
Poser des questions en langage naturel,Faible,Management,Expert,28.4,1,22.6,1,3.9,4.0,3.6,3.8,1
Résumer les insights,Faible,Management,Intermédiaire,21.3,1,14.8,3,4.2,3.5,2.7,4.2,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,27.0,0,27.0,1,3.6,4.2,3.0,4.2,0
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,51.2,0,51.2,2,4.4,3.9,3.9,3.8,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,28.7,0,28.7,2,4.3,3.8,3.3,3.0,0
Poser des questions en langage naturel,Moyen,Management,Débutant,35.6,0,35.6,1,2.8,3.2,3.7,4.2,0
Créer des rapports automatiquement,Faible,Management,Expert,35.6,1,35.7,2,4.1,4.3,3.1,3.4,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,37.1,1,23.4,2,3.7,4.5,4.5,4.5,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,37.4,1,23.5,2,4.3,3.6,3.1,3.8,1
Analyser les données rapidement,Faible,Management,Intermédiaire,35.7,0,35.7,1,3.9,4.7,3.4,3.1,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,38.0,1,23.6,2,4.0,4.2,3.8,4.3,1
Analyser les données rapidement,Faible,Management,Débutant,28.7,0,28.7,1,3.5,3.8,3.4,3.6,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,19.7,1,12.2,2,3.4,4.3,3.9,4.0,1
Résumer les insights,Moyen,Opérationnel,Débutant,21.0,1,12.4,1,4.7,4.2,4.0,4.7,1
Créer des rapports automatiquement,Faible,Management,Débutant,29.7,0,29.7,2,3.3,3.4,2.6,3.0,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,43.3,1,31.3,1,3.5,4.8,4.4,3.5,1
Poser des questions en langage naturel,Élevé,Management,Expert,27.9,1,22.1,1,4.3,4.1,4.2,3.6,1
Poser des questions en langage naturel,Moyen,Management,Expert,29.1,1,22.4,1,3.3,4.6,3.7,4.4,1
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,19.5,1,11.4,1,3.5,4.7,3.8,4.2,1
Résumer les insights,Faible,Management,Débutant,21.5,1,11.4,1,4.9,4.2,2.5,3.8,1
Analyser les données rapidement,Faible,Management,Expert,36.6,0,36.6,1,3.3,4.1,2.8,4.2,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,27.2,1,17.2,1,3.4,5.0,3.3,4.6,1
Améliorer le design,Moyen,Opérationnel,Expert,23.0,1,14.723087966695116,1,3.7,3.0,2.6,4.4,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,38.8,1,27.6,1,4.0,4.0,4.2,4.6,1
Générer du DAX,Faible,Opérationnel,Expert,45.1,0,45.1,1,3.3,3.8,2.5,3.2,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,15.8,0,15.8,2,2.8,3.1,3.0,4.4,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,49.9,0,49.9,1,3.2,2.7,3.5,3.5,0
Générer du DAX,Moyen,Management,Débutant,36.8,1,8.4,4,3.1,2.8,3.7,3.2,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,34.2,1,14.3,1,4.4,4.1,3.7,3.8,1
Résumer les insights,Élevé,Exploratoire,Débutant,44.3,0,44.3,2,4.1,3.6,3.4,3.4,0
Générer du DAX,Moyen,Opérationnel,Débutant,75.1,1,19.9,3,2.4,4.0,2.4,3.2,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,23.2,1,13.8,3,3.4,3.9,4.6,3.7,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,42.8,1,19.9,1,3.3,4.7,4.9,3.9,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,28.5,1,21.4,1,4.0,4.7,4.6,4.6,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,51.6,1,18.0,4,3.4,2.6,2.8,2.8,0
Améliorer le design,Faible,Opérationnel,Intermédiaire,19.3,0,26.400138562809342,1,4.3,4.6,4.3,3.5,0
Résumer les insights,Faible,Management,Débutant,19.7,1,11.2,1,4.1,3.9,3.0,5.0,1
Générer du DAX,Faible,Opérationnel,Débutant,48.2,1,11.6,3,3.8,2.9,2.9,3.5,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,34.2,1,23.8,3,3.8,5.0,4.5,4.0,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,40.4,1,15.3,1,4.7,4.2,3.3,3.6,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,35.2,1,27.7,1,4.4,4.0,4.4,4.2,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,17.8,1,10.4,3,3.6,3.2,3.6,3.9,1
Résumer les insights,Faible,Management,Intermédiaire,32.2,1,22.1,1,3.9,4.5,4.9,4.4,1
Résumer les insights,Faible,Opérationnel,Intermédiaire,20.2,1,13.7,1,4.4,4.4,4.6,4.1,1
Résumer les insights,Faible,Management,Débutant,15.2,1,9.9,1,5.0,4.8,4.1,3.2,1
Générer du DAX,Moyen,Management,Débutant,87.3,1,17.7,2,3.0,2.8,3.3,2.5,0
Analyser les données rapidement,Faible,Opérationnel,Expert,32.0,1,23.4,2,3.5,3.3,4.1,4.4,1
Poser des questions en langage naturel,Faible,Exploratoire,Expert,20.7,0,20.7,1,3.2,4.3,3.7,4.6,0
Résumer les insights,Faible,Management,Débutant,17.2,1,12.2,1,4.2,5.0,3.7,4.0,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,38.3,0,38.3,1,2.8,3.1,3.4,4.0,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,54.2,0,54.2,2,3.4,3.7,3.0,4.1,0
Analyser les données rapidement,Faible,Management,Intermédiaire,30.7,1,17.0,1,4.2,4.3,4.0,3.9,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,55.9,1,22.6,3,3.5,3.6,2.6,3.5,0
Analyser les données rapidement,Faible,Management,Intermédiaire,33.8,1,16.9,2,3.3,3.0,4.1,4.8,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,45.1,1,21.8,1,4.4,4.5,3.9,3.3,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,57.6,0,57.6,1,3.2,4.2,3.8,3.2,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,27.1,0,27.1,3,3.3,4.4,3.5,2.8,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,42.0,1,28.5,1,3.9,3.7,4.0,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,38.9,0,38.9,1,3.5,3.9,3.2,2.9,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,33.5,1,26.5,2,3.6,4.0,3.6,3.2,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,25.9,1,13.9,2,4.7,4.2,3.4,5.0,1
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,61.2,1,50.7,2,3.2,3.7,4.3,3.6,1
Créer des rapports automatiquement,Moyen,Management,Expert,34.8,1,32.5,2,4.3,4.7,4.5,4.4,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,50.4,1,17.7,4,2.9,3.7,3.5,2.9,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,43.0,1,17.9,3,4.9,4.2,2.9,4.6,1
Générer du DAX,Moyen,Management,Intermédiaire,43.2,1,14.1,3,3.4,3.9,2.9,3.9,1
Générer du DAX,Moyen,Exploratoire,Débutant,64.9,0,64.9,1,3.0,4.0,3.2,4.6,0
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,67.6,0,67.6,1,3.8,3.7,3.6,4.3,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,32.6,1,18.5,1,4.1,3.8,3.4,5.0,1
Analyser les données rapidement,Élevé,Management,Intermédiaire,74.1,0,74.1,2,2.4,3.1,3.1,3.4,0
Créer des rapports automatiquement,Faible,Management,Débutant,18.9,0,18.9,1,3.1,3.9,3.4,3.4,0
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,38.3,1,33.6,2,4.0,3.0,3.8,3.4,1
Résumer les insights,Moyen,Opérationnel,Intermédiaire,23.6,1,14.5,1,3.6,4.3,3.7,4.1,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,29.5,1,14.4,2,4.0,3.2,3.0,4.4,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,38.2,0,38.2,1,3.9,2.3,3.1,3.7,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,23.0,1,18.2,1,4.2,4.0,4.6,3.4,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,39.8,0,39.8,1,4.2,3.1,2.6,3.7,0
Générer du DAX,Moyen,Management,Intermédiaire,68.0,1,25.3,5,3.5,3.6,3.8,2.4,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,27.8,0,27.8,1,2.8,3.5,3.9,3.1,0
Générer du DAX,Faible,Opérationnel,Expert,68.5,1,46.4,4,2.8,2.8,3.2,3.1,0
Générer du DAX,Faible,Management,Débutant,54.1,1,11.4,5,3.8,3.6,4.1,3.1,0
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,15.1,1,9.7,3,4.1,3.7,4.2,4.9,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,54.1,0,54.1,1,3.0,3.2,4.0,4.3,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,19.0,1,10.9,3,2.8,3.5,4.2,3.6,1
Résumer les insights,Moyen,Opérationnel,Intermédiaire,24.8,0,24.8,1,3.9,3.2,3.7,3.8,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,21.3,1,14.7,1,4.0,3.9,4.0,3.6,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,48.6,1,19.9,1,3.9,4.1,4.1,4.1,1
Nettoyer les données,Moyen,Opérationnel,Débutant,33.5,1,5.0,3,4.7,3.8,3.3,3.6,1
Résumer les insights,Faible,Exploratoire,Expert,23.0,0,23.0,2,4.1,3.9,2.9,3.8,0
Générer du DAX,Moyen,Management,Expert,48.3,0,48.3,1,2.6,3.3,3.8,3.4,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,20.6,1,18.9,1,4.0,4.1,4.8,3.9,0
Générer du DAX,Faible,Exploratoire,Expert,35.8,1,24.6,3,4.0,3.0,3.5,2.5,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,71.5,1,26.1,5,4.2,3.0,2.8,3.3,0
Résumer les insights,Élevé,Opérationnel,Débutant,49.3,0,49.3,1,3.2,4.8,3.4,3.0,0
Résumer les insights,Moyen,Exploratoire,Débutant,32.6,1,23.4,2,4.4,3.0,3.8,4.3,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,37.6,1,30.9,2,3.9,3.8,4.2,4.2,1
Générer du DAX,Élevé,Exploratoire,Débutant,75.8,1,16.8,4,2.5,3.8,3.3,4.5,0
Résumer les insights,Moyen,Opérationnel,Intermédiaire,28.1,0,28.1,1,2.7,3.7,3.4,4.6,0
Générer du DAX,Moyen,Opérationnel,Débutant,66.5,1,14.8,4,3.0,2.8,3.1,3.4,0
Générer du DAX,Élevé,Management,Débutant,39.6,1,8.2,3,2.5,2.9,1.7,3.0,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,41.0,1,23.7,1,4.0,4.4,4.4,3.4,1
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,37.7,1,31.9,1,4.5,3.3,3.3,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,45.3,1,18.8,2,4.5,4.0,3.5,4.5,1
Générer du DAX,Faible,Opérationnel,Expert,53.1,0,53.1,1,3.3,4.0,3.6,3.2,0
Résumer les insights,Élevé,Opérationnel,Intermédiaire,25.2,1,16.8,1,3.9,3.9,4.6,5.0,1
Poser des questions en langage naturel,Faible,Management,Débutant,21.1,1,14.8,2,4.2,3.9,3.9,4.3,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,34.5,1,23.7,1,3.4,2.8,4.6,4.0,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,26.8,0,26.8,1,4.1,3.3,3.1,3.5,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,60.9,1,20.0,4,3.0,3.5,3.7,2.6,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,64.9,1,50.2,2,4.0,4.1,4.7,3.5,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,43.3,1,21.0,1,3.6,4.1,3.2,3.7,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,26.2,1,9.0,6,3.1,4.3,3.7,3.6,0
Générer du DAX,Élevé,Exploratoire,Débutant,96.3,1,19.6,4,3.5,3.2,2.8,3.7,0
Analyser les données rapidement,Moyen,Management,Débutant,33.5,1,11.9,2,4.9,3.5,3.4,3.7,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,38.2,1,12.2,1,3.1,2.9,4.0,3.3,0
Générer du DAX,Moyen,Exploratoire,Expert,67.0,1,45.7,5,3.2,3.3,4.1,3.5,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,57.7,1,41.4,1,3.9,4.9,3.9,4.5,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,39.6,1,28.7,1,4.0,5.0,3.6,3.3,1
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,56.3,1,37.5,2,4.4,4.3,3.1,3.8,1
